ID,Name,Type,Continent,Superregion,Region,Area
1369,Coast of Annam,Inland sea,,Indian Ocean,South China Sea,South China Sea
1370,Gulf of Tonkin,Inland sea,,Indian Ocean,South China Sea,South China Sea
1371,Guangzhou Bay,Inland sea,Asia,Indian Ocean,South China Sea,South China Sea
1372,Taiwan Strait,Inland sea,,West Pacific,East China Sea,East China Sea
1373,Yang Tse Delta,Inland sea,,West Pacific,East China Sea,East China Sea
1374,Eastern Yellow Sea,Inland sea,,West Pacific,East China Sea,East China Sea
1375,Korea Bay,Inland sea,,West Pacific,East China Sea,East China Sea
1376,South Korean Sea,Inland sea,Asia,West Pacific,East China Sea,Sea of Japan
1377,North Korean Sea,Inland sea,,West Pacific,East China Sea,Sea of Japan
1378,Olga Bay,Inland sea,,West Pacific,East China Sea,Sea of Japan
1379,Tatar Straits,Inland sea,,West Pacific,East China Sea,Sea of Japan
1380,Shantar Islands,Inland sea,,West Pacific,East China Sea,Sea of Okhotsk
1381,Tauisk Bay,Inland sea,,West Pacific,East China Sea,Sea of Okhotsk
1382,Bay of Komenskoie,Inland sea,,West Pacific,East China Sea,Sea of Okhotsk
1383,Coast of Kamchatka,Inland sea,,West Pacific,East China Sea,Sea of Okhotsk
1384,Okhotsk Sea,Inland sea,,West Pacific,East China Sea,Sea of Okhotsk
1385,Coast of Sakhalin,Inland sea,,West Pacific,East China Sea,Sea of Okhotsk
1386,Soya Strait,Inland sea,,West Pacific,East China Sea,Sea of Japan
1387,Tsugaru Strait,Inland sea,,West Pacific,East China Sea,Sea of Japan
1388,Yamato Basin,Inland sea,,West Pacific,East China Sea,Sea of Japan
1389,Amakusa Sea,Inland sea,,West Pacific,East China Sea,East China Sea
1390,Seto Inland Sea,Inland sea,,West Pacific,East China Sea,Philipine Sea
1391,Kii Channel,Inland sea,,West Pacific,East China Sea,Philipine Sea
1392,Ryukyu Islands,Inland sea,,West Pacific,East China Sea,East China Sea
1393,Luzon Strait,Inland sea,,Indian Ocean,South China Sea,South China Sea
1394,Paracel Islands,Open sea,,Indian Ocean,South China Sea,South China Sea
1395,Manila Bay,Inland sea,,Indian Ocean,South China Sea,South China Sea
1396,Coast of Luzon,Sea,,West Pacific,East China Sea,Philipine Sea
1397,Visayan Sea,Inland sea,,West Pacific,East China Sea,Philipine Sea
1398,Sulu Sea,Inland sea,,Indian Ocean,South China Sea,Celebes Sea
1399,Sea of Celebes,Inland sea,,Indian Ocean,South China Sea,Celebes Sea
1400,Halmaheran Sea,Inland sea,Asia,Indian Ocean,South China Sea,Celebes Sea
1401,Banda Sea,Inland sea,,Indian Ocean,South China Sea,Banda & Arafura
1402,Mindanao Coast,Inland sea,,West Pacific,East China Sea,Philipine Sea
1403,Palau Islands,Sea,,West Pacific,East China Sea,Philipine Sea
1404,Cenderawasih Bay,Sea,,West Pacific,East China Sea,Philipine Sea
1405,Vitiaz Strait,Sea,,Indian Ocean,South West Pacific,Coral Sea
1406,Trobrian Islands,Sea,,Indian Ocean,South West Pacific,Coral Sea
1407,Torres Strait,Sea,,Indian Ocean,South West Pacific,Coral Sea
1408,Timor Sea,Inland sea,,Indian Ocean,South China Sea,Banda & Arafura
1409,Arafura Sea,Inland sea,,Indian Ocean,South China Sea,Banda & Arafura
1410,Gulf of Carpentaria,Inland sea,,Indian Ocean,South China Sea,Banda & Arafura
1411,Great Barrier Reef,Sea,,Indian Ocean,South West Pacific,Coral Sea
1412,Coral Sea,Open sea,Oceania,Indian Ocean,South West Pacific,Coral Sea
1413,Flinders Bay,Sea,,Indian Ocean,South West Pacific,Great Australian Bight
1414,Bass Strait,Sea,,Indian Ocean,South West Pacific,Great Australian Bight
1415,Kangaroo Island,Sea,,Indian Ocean,South West Pacific,Great Australian Bight
1416,Great Australian Bight,Sea,,Indian Ocean,South West Pacific,Great Australian Bight
1417,Cape Leeuwin,Sea,,Indian Ocean,South Indian Ocean,South Indian Ocean
1418,Houtman Abrolhos,Sea,,Indian Ocean,South Indian Ocean,South Indian Ocean
1419,Northwest Cape,Sea,,Indian Ocean,South Indian Ocean,South Indian Ocean
1420,Roebuck Bay,Sea,,Indian Ocean,Eastern Indian Ocean,Eastern Indian Ocean
1421,Western Tasman Sea,Sea,,Indian Ocean,South West Pacific,Tasman Sea
1422,Macquarie Harbour,Sea,,Indian Ocean,South West Pacific,Great Australian Bight
1423,Cook Strait,Sea,,Indian Ocean,South West Pacific,Tasman Sea
1424,Lord Howe Island,Sea,,Indian Ocean,South West Pacific,Tasman Sea
1425,Northern Tasman Sea,Open sea,,Indian Ocean,South West Pacific,Tasman Sea
1426,Coast of New Zealand,Sea,,Indian Ocean,South West Pacific,Tasman Sea
1427,Southern Tasman Sea,Open sea,,Indian Ocean,South West Pacific,Tasman Sea
1428,Canterbury Bight,Sea,,Indian Ocean,South West Pacific,Tasman Sea
1429,New Caledonian Sea,Sea,,Indian Ocean,South West Pacific,Tasman Sea
1430,Vanuatu Islands,Sea,,West Pacific,North West Pacific,East Pacific
1431,Fiji Basin,Sea,,West Pacific,North West Pacific,East Pacific
1432,Solomon Sea,Sea,,West Pacific,North West Pacific,East Pacific
1433,Tuvalu Islands,Sea,,West Pacific,North West Pacific,East Pacific
1434,Melanesia Sea,Open sea,,West Pacific,North West Pacific,East Pacific
1435,Mariana Islands,Sea,,West Pacific,East China Sea,Philipine Sea
1436,Philippine Sea,Open sea,,West Pacific,East China Sea,Philipine Sea
1437,Northern Philippine Sea,Open sea,,West Pacific,East China Sea,Philipine Sea
1438,Volcano Islands,Sea,,West Pacific,East China Sea,Philipine Sea
1439,Izu Islands,Open sea,,West Pacific,East China Sea,Philipine Sea
1440,Sanriku Coast,Sea,,West Pacific,East China Sea,Philipine Sea
1441,Kuril Islands,Inland sea,,West Pacific,East China Sea,Sea of Okhotsk
1442,Kamchatka Trench,Sea,,West Pacific,North West Pacific,East Pacific
1443,Ulakhan Fault,Sea,,West Pacific,North West Pacific,East Pacific
1444,Bay of Anadyr,Sea,,West Pacific,North West Pacific,East Pacific
1445,Bering Sea,Sea,,East Pacific,North East Pacific,Bering Sea
1446,Horn of Africa,Sea,,Western Indian Ocean,Arabian Sea,Arabian Sea
1447,Coast of Pepper,Sea,,Western Indian Ocean,Western Indian Ocean,Swahili Coast
1448,Zanzibar Strait,Sea,Africa,Western Indian Ocean,Western Indian Ocean,Swahili Coast
1449,Mozambique Channel,Sea,,Western Indian Ocean,Western Indian Ocean,Swahili Coast
1450,Diego Suarez Bay,Sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1451,Southwestern Arabian Sea,Sea,,Western Indian Ocean,Arabian Sea,Arabian Sea
1452,Northern Arabian Sea,Open sea,,Western Indian Ocean,Arabian Sea,Arabian Sea
1453,The Seychelles,Sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1454,Coast of Tamatave,Sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1455,The Mascareignes,Sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1456,Coast of Menabe,Sea,,Western Indian Ocean,Western Indian Ocean,Swahili Coast
1457,Coast of Sofala,Sea,,Western Indian Ocean,Western Indian Ocean,Swahili Coast
1458,Coast of Natal,Sea,,Western Indian Ocean,Western Indian Ocean,Swahili Coast
1459,Coast of Ciskei,Sea,,East Atlantic,South Atlantic,Cape of Storms
1460,Cape of Good Hope,Sea,Africa,East Atlantic,South Atlantic,Cape of Storms
1461,Coast of Namibia,Sea,,East Atlantic,South Atlantic,Skeleton Coast
1462,Coast of Angola,Sea,,East Atlantic,South Atlantic,Skeleton Coast
1463,Gulf of Kongo,Sea,Africa,East Atlantic,South Atlantic,Skeleton Coast
1464,Coast of Cameroon,Sea,,East Atlantic,West African Sea,Gulf of Guinea Sea
1465,Gulf of Guinea,Sea,,East Atlantic,West African Sea,Gulf of Guinea Sea
1466,Ivory Coast,Sea,Africa,East Atlantic,West African Sea,Gulf of Guinea Sea
1467,Grain Coast,Sea,,East Atlantic,West African Sea,West African Sea
1468,Coast of Gambia,Sea,,East Atlantic,West African Sea,West African Sea
1469,Bay of Arguin,Sea,,East Atlantic,West African Sea,West African Sea
1470,Mauretanian Coast,Sea,Africa,East Atlantic,West African Sea,West African Sea
1471,Cape Bojador,Sea,,East Atlantic,West African Sea,West African Sea
1472,Coast of Morocco,Sea,,East Atlantic,West African Sea,West African Sea
1473,Jan Mayen Sea,Open sea,,North Atlantic,North Atlantic,Norwegian Sea
1474,Spitzberg Sea,Open sea,,North Atlantic,North Atlantic,Norwegian Sea
1475,Icelandic Sea,Sea,,North Atlantic,North Atlantic,Norwegian Sea
1476,Eastern Coast of Iceland,Sea,,North Atlantic,North Atlantic,Norwegian Sea
1477,Western Coast of Iceland,Sea,,North Atlantic,North Atlantic,Denmark Strait
1478,Northeastern Atlantic,Open sea,,North Atlantic,North Atlantic,North Atlantic
1479,Rockall,Open sea,,North Atlantic,North Atlantic,North Atlantic
1480,Denmark Strait,Sea,,North Atlantic,North Atlantic,Denmark Strait
1481,Eastern Coast of Greenland,Sea,,North Atlantic,North Atlantic,Denmark Strait
1482,Western Coast of Greenland,Sea,,North Atlantic,North Atlantic,Denmark Strait
1483,Labrador Strait,Sea,,West Atlantic,American East Coast,Labrador Sea
1484,Baffin Bay,Sea,,West Atlantic,American East Coast,Labrador Sea
1485,Hudson Straits,Sea,,West Atlantic,American East Coast,Hudson Bay Sea
1486,James Bay,Sea,North America,West Atlantic,American East Coast,Hudson Bay Sea
1487,Western Hudson Bay,Sea,,West Atlantic,American East Coast,Hudson Bay Sea
1488,Eastern Hudson Bay,Sea,,West Atlantic,American East Coast,Hudson Bay Sea
1489,Foxe Basin,Sea,,West Atlantic,American East Coast,Hudson Bay Sea
1490,Gulf of St. Lawrence,Sea,,West Atlantic,American East Coast,Gulf of St Lawrence
1491,Cabot Strait,Sea,,West Atlantic,American East Coast,Gulf of St Lawrence
1492,Bay of Fundy,Sea,,West Atlantic,American East Coast,Gulf Stream
1493,Strait of Belle Isle,Sea,,West Atlantic,American East Coast,Labrador Sea
1494,Fortune Bay,Sea,,West Atlantic,American East Coast,Labrador Sea
1495,Notre Dame Bay,Sea,,West Atlantic,American East Coast,Labrador Sea
1496,Labrador Sea,Open sea,,West Atlantic,American East Coast,Labrador Sea
1497,Greenland Sea,Open sea,,North Atlantic,North Atlantic,North Atlantic
1498,Northern Atlantic,Open sea,,North Atlantic,North Atlantic,North Atlantic
1499,Massachusetts Bay,Sea,,West Atlantic,American East Coast,Gulf Stream
1500,Delaware Bay,Sea,North America,West Atlantic,American East Coast,Gulf Stream
1501,Cape Hatteras,Sea,,West Atlantic,American East Coast,Gulf Stream
1502,Sea Islands,Sea,,West Atlantic,American East Coast,Gulf Stream
1503,Bahama Banks,Sea,,West Atlantic,Caribbean Sea,Bahama Channel
1504,Western Sargasso Sea,Open sea,,West Atlantic,American East Coast,Gulf Stream
1505,Florida Straits,Sea,,West Atlantic,Caribbean Sea,Bahama Channel
1506,Apalachee Bay,Sea,,West Atlantic,Caribbean Sea,Gulf of Mexico
1507,Mobile Bay,Sea,North America,West Atlantic,Caribbean Sea,Gulf of Mexico
1508,Galveston Bay,Sea,,West Atlantic,Caribbean Sea,Gulf of Mexico
1509,Tampico Bay,Sea,,West Atlantic,Caribbean Sea,Gulf of Mexico
1510,Bay of Campeche,Sea,,West Atlantic,Caribbean Sea,Gulf of Mexico
1511,Gulf of Mexico,Sea,,West Atlantic,Caribbean Sea,Gulf of Mexico
1512,Yucatan Channel,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1513,Gulf of Honduras,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1514,Mosquito Coast,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1515,Gulf of Darien,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1516,Jamaica Channel,Sea,North America,West Atlantic,Caribbean Sea,Caribbean Sea
1517,Central Caribbean,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1518,Northwestern Caribbean,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1519,Venezuelan Gulf,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1520,Venezuelan Sea,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1521,Eastern Caribbean,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1522,Windward Islands,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1523,Lesser Antilles,Sea,,West Atlantic,Caribbean Sea,Caribbean Sea
1524,Turks & Caicos Sea,Sea,,West Atlantic,Caribbean Sea,Bahama Channel
1525,Bahama Channel,Sea,,West Atlantic,Caribbean Sea,Bahama Channel
1526,Mona Passage,Sea,,West Atlantic,Caribbean Sea,Sargasso Sea
1527,Guyana Coast,Sea,,West Atlantic,Caribbean Sea,Coast of Guyana
1528,Cape Orange,Sea,,West Atlantic,Caribbean Sea,Coast of Guyana
1529,Amazonas Gulf,Sea,,West Atlantic,Caribbean Sea,Coast of Guyana
1530,Coast of Brazil,Sea,,West Atlantic,Atlantic South America,Coast of Brazil
1531,Coast of Pernambuco,Sea,South America,West Atlantic,Atlantic South America,Coast of Brazil
1532,Coast of Porto Seguro,Sea,,West Atlantic,Atlantic South America,Coast of Brazil
1533,Costa Verde,Sea,,West Atlantic,Atlantic South America,Coast of Brazil
1534,Coast of Santa Catarina,Sea,,West Atlantic,Atlantic South America,Coast of Brazil
1535,Patos Lagoon,Sea,,West Atlantic,Atlantic South America,Argentine Sea
1536,La Plata River,Sea,,West Atlantic,Atlantic South America,Argentine Sea
1537,Northern Coast of Patagonia,Sea,,West Atlantic,Atlantic South America,Argentine Sea
1538,Southern Coast of Patagonia,Sea,,West Atlantic,Atlantic South America,Argentine Sea
1539,Magellan Strait,Sea,,East Pacific,Pacific South America,Chilean Sea
1540,Gulf of Penas,Sea,,East Pacific,Pacific South America,Chilean Sea
1541,Coast of Chile,Sea,,East Pacific,Pacific South America,Chilean Sea
1542,Atacama Coast,Sea,,East Pacific,Pacific South America,Chilean Sea
1543,Coast of Antofagasta,Sea,,East Pacific,Pacific South America,Chilean Sea
1544,Arica Bend,Sea,South America,East Pacific,Pacific South America,Sea of Grau
1545,Coast of Peru,Sea,,East Pacific,Pacific South America,Sea of Grau
1546,Gulf of Guayaquil,Sea,,East Pacific,Pacific South America,Sea of Grau
1547,Coast of Ecuador,Sea,,East Pacific,Pacific South America,Gulf of Panama
1548,Gulf of Panama,Sea,,East Pacific,Pacific South America,Gulf of Panama
1549,Costa Rica,Sea,,East Pacific,Pacific South America,Gulf of Panama
1550,Gulf of Tehuantepec,Sea,,East Pacific,Pacific South America,Gulf of Panama
1551,Manzanillo Bay,Sea,North America,East Pacific,North East Pacific,Pacific Coast
1552,Mazatlan Bay,Sea,,East Pacific,North East Pacific,Pacific Coast
1553,Gulf of California,Sea,,East Pacific,North East Pacific,Pacific Coast
1554,Cape San Lucas,Sea,,East Pacific,North East Pacific,Pacific Coast
1555,Gulf of Catalina,Sea,,East Pacific,North East Pacific,Pacific Coast
1556,San Francisco Bay,Sea,,East Pacific,North East Pacific,Pacific Coast
1557,Cape Blanco,Sea,,East Pacific,North East Pacific,Pacific Coast
1558,Salish Sea,Sea,,East Pacific,North East Pacific,Gulf of Alaska
1559,Hecate Strait,Sea,,East Pacific,North East Pacific,Gulf of Alaska
1560,Glacier Bay,Sea,,East Pacific,North East Pacific,Gulf of Alaska
1561,Cook Inlet,Sea,,East Pacific,North East Pacific,Gulf of Alaska
1562,Norton Sound,Sea,,East Pacific,North East Pacific,Bering Sea
1563,Hatton Bank,Open sea,,North Atlantic,North Atlantic,North Atlantic
1564,Eastern Gibbs Fracture,Open sea,,North Atlantic,North Atlantic,North Atlantic
1565,Western Gibbs Fracture,Open sea,,North Atlantic,North Atlantic,North Atlantic
1566,Iberian Shelf,Sea,,North Atlantic,North Atlantic,North Atlantic
1567,Sea of Azores,Sea,,North Atlantic,North Atlantic,North Atlantic
1568,Corner Seamounts,Open sea,,West Atlantic,Caribbean Sea,Sargasso Sea
1569,Sable Island Bank,Open sea,,West Atlantic,Caribbean Sea,Sargasso Sea
1570,New England Seamounts,Open sea,,West Atlantic,American East Coast,Gulf Stream
1571,Blake Plateau,Open sea,,West Atlantic,American East Coast,Gulf Stream
1572,West Bermuda Sea,Sea,,West Atlantic,Caribbean Sea,Sargasso Sea
1573,East Bermuda Sea,Open sea,,West Atlantic,Caribbean Sea,Sargasso Sea
1574,Antilles Current,Open sea,,West Atlantic,Caribbean Sea,Sargasso Sea
1575,Northern Guiana Basin,Open sea,,West Atlantic,Caribbean Sea,Sargasso Sea
1576,Guiana Basin,Open sea,,West Atlantic,Caribbean Sea,Coast of Guyana
1577,Southern Guiana Basin,Open sea,,West Atlantic,Caribbean Sea,Coast of Guyana
1578,Canary Approach,Open sea,,East Atlantic,West African Sea,West African Sea
1579,Cape Verde Approach,Open sea,,East Atlantic,West African Sea,West African Sea
1580,Central North Atlantic,Open sea,,North Atlantic,North Atlantic,North Atlantic
1581,North Equatorial Current,Open sea,,West Atlantic,Caribbean Sea,Sargasso Sea
1582,Northeast Sargasso Sea,Open sea,,West Atlantic,Caribbean Sea,Sargasso Sea
1583,Southeast Sargasso Sea,Open sea,,West Atlantic,Caribbean Sea,Sargasso Sea
1584,Romanche Gap,Open sea,,West Atlantic,Atlantic South America,Coast of Brazil
1585,East Guinea Basin,Open sea,,East Atlantic,South Atlantic,South Atlantic
1586,West Guinea Basin,Open sea,,East Atlantic,South Atlantic,South Atlantic
1587,Coast of Falklands,Sea,,West Atlantic,Atlantic South America,Argentine Sea
1588,Scotia Basin,Open sea,,West Atlantic,Atlantic South America,Argentine Sea
1589,Brazil-Malvinas Confluence Zone,Open sea,,West Atlantic,Atlantic South America,Argentine Sea
1590,South Brazil Current,Open sea,,West Atlantic,Atlantic South America,Coast of Brazil
1591,Brazil Current,Open sea,,West Atlantic,Atlantic South America,Coast of Brazil
1592,Rio Grande Rise,Open sea,,West Atlantic,Atlantic South America,Coast of Brazil
1593,Argentine Basin,Open sea,,West Atlantic,Atlantic South America,Argentine Sea
1594,South Orkney Islands,Open sea,,West Atlantic,Atlantic South America,Argentine Sea
1595,East of Magellans,Sea,,West Atlantic,Atlantic South America,Argentine Sea
1596,North Brazil Current,Open sea,,West Atlantic,Atlantic South America,Coast of Brazil
1597,South Equatorial Current,Open sea,,East Atlantic,South Atlantic,South Atlantic
1598,Central South Atlantic,Open sea,,East Atlantic,South Atlantic,South Atlantic
1599,Brazil Basin,Open sea,,East Atlantic,South Atlantic,South Atlantic
1600,Saint Helena Island,Sea,,East Atlantic,South Atlantic,South Atlantic
1601,Benguela Current,Open sea,,East Atlantic,South Atlantic,South Atlantic
1602,Walvis Ridge,Open sea,,East Atlantic,South Atlantic,South Atlantic
1603,Bouvet Island,Open sea,,East Atlantic,South Atlantic,South Atlantic
1604,Tristan da Cunha Islands,Open sea,,East Atlantic,South Atlantic,South Atlantic
1605,Southern Mid-Atlantic Ridget,Open sea,,East Atlantic,South Atlantic,South Atlantic
1606,South Atlantic Current,Open sea,,East Atlantic,South Atlantic,South Atlantic
1607,South Sandwich Islands,Sea,,West Atlantic,Atlantic South America,Argentine Sea
1608,South Atlantic,Open sea,,East Atlantic,South Atlantic,South Atlantic
1609,South Atlantic Roaring Forties,Open sea,,East Atlantic,South Atlantic,South Atlantic
1610,Denmark Sea,Open sea,,North Atlantic,North Atlantic,Denmark Strait
1611,Northern Bay of Bengal,Open sea,,Indian Ocean,Eastern Indian Ocean,Bay of Bengal
1612,Western Bay of Bengal,Open sea,,Indian Ocean,Eastern Indian Ocean,Bay of Bengal
1613,Southern Bay of Bengal,Open sea,,Indian Ocean,Eastern Indian Ocean,Bay of Bengal
1614,Ceylon Sea,Sea,,Indian Ocean,Eastern Indian Ocean,Bay of Bengal
1615,Southeastern Arabian Sea,Open sea,,Western Indian Ocean,Arabian Sea,Arabian Sea
1616,North Indian Ocean,Sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1617,Mascarene Plateau,Open sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1618,Western Equatorial Counter Current,Open sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1619,Coast of Maldives,Sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1620,Central Indian Ocean,Open sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1621,Chagos Archipelago,Sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1622,Eastern Equatorial Counter Current,Open sea,,Indian Ocean,Eastern Indian Ocean,Eastern Indian Ocean
1623,Ninetyeast Ridge,Open sea,,Indian Ocean,Eastern Indian Ocean,Eastern Indian Ocean
1624,Northeast Indian Ocean,Open sea,,Indian Ocean,Eastern Indian Ocean,Eastern Indian Ocean
1625,Marion Island,Open sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1626,Natal Basin,Open sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1627,Taolagnaro Bay,Sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1628,Crozet Islands,Open sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1629,Crozet Basin,Open sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1630,Madagascar Basin,Open sea,,Western Indian Ocean,Western Indian Ocean,Western Indian Ocean
1631,Kerguelen Islands,Open sea,,Indian Ocean,South Indian Ocean,South Indian Ocean
1632,Heard and McDonald Islands,Open sea,,Indian Ocean,South Indian Ocean,South Indian Ocean
1633,South Indian Ocean,Open sea,,Indian Ocean,South Indian Ocean,South Indian Ocean
1634,Indian Ocean Raging Fifties,Open sea,,Indian Ocean,South Indian Ocean,South Indian Ocean
